DOID:5585	ferguson-smith tumor|ferguson-smith tumors|ferguson-smith tumour|multiple self healing epithelioma of ferguson-smith
DOID:5603	acute t cell leukemia|adult t cell leukemia|adult t cell lymphoma/leukemia|adult t-cell leukemia|adult t-cell leukemia-lymphoma|adult t-cell leukemia-lymphomas|adult t-cell leukemia/lymphoma|adult t-cell leukemia/lymphomas|adult t-cell leukemias|adult t-cell lymphoma|adult t-cell lymphoma/leukemia|adult t-cell lymphomas|atll|htlv all|htlv associated leukemia lymphoma|htlv associated leukemia lymphomas|htlv i associated t cell leukemia lymphoma|htlv i associated t cell leukemia lymphomas|htlv-1 associated adult t-cell lymphoma/leukemia|htlv-associated leukemia-lymphoma|htlv-associated leukemia-lymphomas|htlv-i associated adult t-cell leukemia/lymphoma|htlv-i associated adult t-cell leukemia/lymphomas|htlv-i-associated t-cell leukemia-lymphoma|htlv-i-associated t-cell leukemia-lymphomas|human t cell leukemia|human t cell leukemia lymphoma|human t cell leukemia lymphomas|human t lymphotropic virus associated leukemia lymphoma|human t lymphotropic virus associated leukemia lymphomas|human t lymphotropic virus-associated leukemia-lymphoma|human t lymphotropic virus-associated leukemia-lymphomas|human t-cell leukemia-lymphoma|human t-cell leukemia-lymphomas|t cell acute leukemia|t-all
DOID:5751	pancreatic serous cystadenocarcinoma|pancreatic serous cystadenocarcinomas|serous cystadenocarcinoma of pancreas|serous cystadenocarcinoma of the pancreas
DOID:2338	malignant neo mandible|malignant neoplasm of inferior maxilla|malignant neoplasm of lower jaw bone|malignant neoplasm of mandible|mandible tumor|mandible tumors|mandible tumour|mandibular cancer|mandibular cancers|mandibular neopl|mandibular neoplasm|mandibular neoplasms|mandibular neoplasms [disease/finding]|mandibular tumor|mandibular tumors|mandibular tumour
DOID:6408	ovarian serous surface papillary adenocarcinoma|ovarian serous surface papillary adenocarcinomas|ovary papillary carcinoma|ovary papillary carcinomas|serous surface papillary carcinoma of ovary|serous surface papillary carcinoma of the ovary
DOID:5503	ependymal neoplasm of spinal cord|ependymal neoplasm of the spinal cord|ependymal tumor of spinal cord|ependymal tumor of the spinal cord|ependymal tumour of spinal cord|ependymal tumour of the spinal cord|ependymoma of spinal cord|ependymoma of the spinal cord|spinal cord ependymal neoplasm|spinal cord ependymal neoplasms|spinal cord ependymal tumor|spinal cord ependymal tumors|spinal cord ependymal tumour|spinal cord ependymoma|spinal cord ependymomas
DOID:6865	oxyphilic endometrial endometrioid adenocarcinoma|oxyphilic endometrial endometrioid adenocarcinomas
DOID:707	b cell lymphoma|b cell lymphoma non hodgkin's|b cell lymphomas|b cells lymphoma|b cells lymphomas|b-cell lymphocytic neoplasm|b-cell lymphocytic neoplasms|b-cell lymphoma|b-cell lymphomas|b-cell neoplasm|b-cell neoplasms|b-cell non hodgkin's lymphoma|b-cell non hodgkin's lymphomas|b-cell non-hodgkin lymphoma|b-cell non-hodgkin lymphomas|b-cell non-hodgkin's lymphoma|b-cell non-hodgkin's lymphomas|cell b lymphoma|cell b lymphomas|lymphoma b cell|lymphoma b-cell|lymphomas non-hodgkin's b-cell|non-hodgkin's b-cell lymphoma|non-hodgkin's b-cell lymphomas|non-hodgkin's lymphoma b-cell
DOID:7531	adenocarcinoma of anal gland|adenocarcinoma of the anal gland|anal gland adenocarcinoma|anal gland adenocarcinomas|anal glands adenocarcinoma|anal glands adenocarcinomas
DOID:6511	glandular pattern ovarian yolk sac tumor|glandular pattern ovarian yolk sac tumors|glandular pattern ovarian yolk sac tumour
DOID:8013	papillary carcinoma of penis|papillary carcinoma of the penis|papillary penile carcinoma|papillary penile carcinomas|papillary penile squamous carcinoma|papillary penile squamous carcinomas|papillary squamous carcinoma of penis|papillary squamous carcinoma of the penis|penis papillary carcinoma|penis papillary carcinomas
DOID:7763	cancer of supraglottis|cancer of the supraglottis|carcinoma of supraglottis|carcinoma of the supraglottis|supraglottic cancer|supraglottic cancers|supraglottic carcinoma|supraglottic carcinomas|supraglottis carcinoma|supraglottis carcinomas
DOID:5190	cervical wilms tumor|cervical wilms tumors|cervical wilms tumour|cervical wilms' tumor|cervical wilms' tumors|cervical wilms' tumour
DOID:6726	fibrillary astrocytoma|fibrillary astrocytomas
DOID:6090	adult leptomeningeal melanoma|adult leptomeningeal melanomas|melanoma of adult leptomeninges|melanoma of the adult leptomeninges
DOID:6951	malignant bone aneurysm|telangiectatic osteogenic sarcoma|telangiectatic osteogenic sarcomas|telangiectatic osteosarcoma|telangiectatic osteosarcomas
DOID:0050935	cervical neuroblastoma|cervical neuroblastomas
DOID:8675	cell large lymphomas|cell reticulum sarcomas|cells reticulum sarcoma|cells reticulum sarcomas|diffuse lymphoma|diffuse lymphomas|diffuse mixed cell lymphoma|diffuse mixed cell lymphomas|diffuse mixed large and small cell lymphoma|diffuse mixed large and small cell lymphomas|diffuse mixed lymphocytic-histiocytic lymphoma|diffuse mixed lymphocytic-histiocytic lymphomas|diffuse mixed lymphoma|diffuse mixed lymphomas|diffuse mixed small and large cell lymphoma|diffuse mixed small and large cell lymphomas|diffuse mixed small large lymphoma|diffuse mixed small large lymphomas|diffuse mixed-cell lymphoma|diffuse mixed-cell lymphomas|diffuse small cleaved cell lymphoma|diffuse small cleaved cell lymphomas|diffuse small cleaved lymphoma|diffuse small cleaved lymphomas|diffuse small cleaved-cell lymphoma|diffuse small cleaved-cell lymphomas|diffuse undiffer lymphoma|diffuse undiffer lymphomas|diffuse undifferentiated lymphoma|diffuse undifferentiated lymphomas|grade low lymphomas|high grade lymphoma|high grade lymphoma (neoplasm)|high grade lymphomas|high-grade lymphoma|high-grade lymphomas|histiocytic lymphoma|histiocytic lymphomas|intermediate grade lymphoma|intermediate grade lymphomas|intermediate-grade lymphoma|intermediate-grade lymphomas|large cell lymphoma|large cell lymphomas|low grade lymphoma|low grade lymphoma (neoplasm)|low grade lymphomas|low-grade lymphoma|low-grade lymphomas|lymphatic sarcoma|lymphatic sarcomas|lymphoma diffuse|lymphoma diffuse mixed lymphocytic histiocytic|lymphoma large cell|lymphoma low grade|lymphoma mixed|lymphoma mixed diffuse|lymphoma mixed small large diffuse|lymphoma small cleaved diffuse|lymphoma small large cleaved diffuse|lymphoma small non cleaved|lymphoma small noncleaved|lymphoma undiffer|lymphoma undiffer diffuse|lymphosarcoma|lymphosarcoma diffuse nos|lymphosarcoma nos|lymphosarcoma type malignant lymphoma|lymphosarcoma type malignant lymphomas|lymphosarcomas|malignant lymphoma non hodgkins type|malignant lymphoma reticulum cell type|mixed cell lymphoma|mixed cell lymphomas|mixed lymphocytic-histiocytic lymphoma|mixed lymphocytic-histiocytic lymphomas|mixed lymphoma|mixed lymphoma diffuse|mixed lymphomas|mixed small large lymphoma diffuse|mixed-cell lymphoma|mixed-cell lymphomas|non hodgkin lymphoma|non hodgkin lymphomas|non hodgkin's lymphoma|non hodgkin's lymphoma (nhl)|non hodgkin's lymphomas|non hodgkins lymphoma|non hodgkins lymphomas|non-hodgkin lymphoma|non-hodgkin lymphomas|non-hodgkin's lymphoma|non-hodgkin's lymphoma (nhl)|non-hodgkin's lymphomas|non-hodgkin`s lymphoma|non-hodgkin`s lymphomas|non-hodgkins lymphoma|non-hodgkins lymphomas|nonhodgkin lymphoma|nonhodgkin lymphomas|nonhodgkin's lymphoma|nonhodgkin's lymphomas|nonhodgkins lymphoma|nonhodgkins lymphomas|pleomorphic lymphoma|pleomorphic lymphomas|reticulosarcoma|reticulosarcomas|reticulum cell sarcoma|reticulum cell sarcoma nos|reticulum cell sarcomas|reticulum-cell sarcoma|reticulum-cell sarcomas|small cleaved lymphoma diffuse|small non cleaved cell lymphoma|small non cleaved cell lymphomas|small non cleaved lymphoma|small non cleaved lymphomas|small non-cleaved-cell lymphoma|small non-cleaved-cell lymphomas|small noncleaved cell lymphoma|small noncleaved cell lymphomas|small noncleaved-cell lymphoma|small noncleaved-cell lymphomas|undiffer lymphoma|undiffer lymphomas|undifferentiated lymphoma|undifferentiated lymphomas
DOID:6571	non-invasive bladder urothelial carcinoma|non-invasive bladder urothelial carcinomas
DOID:0060081	triple-receptor negative breast cancer|triple-receptor negative breast cancers
DOID:0050917	lung combined type small cell adenocarcinoma|lung combined type small cell adenocarcinomas
DOID:4527	angiosarcoma of ovary|angiosarcoma of the ovary|hemangiosarcoma of ovary|hemangiosarcoma of the ovary|ovarian angiosarcoma|ovarian angiosarcomas|ovarian hemangiosarcoma|ovarian hemangiosarcomas
DOID:7008	protoplasmic astrocytoma|protoplasmic astrocytomas
DOID:7232	central nervous system embryonal carcinoma|central nervous system embryonal carcinomas|embryonal carcinoma of cns|embryonal carcinoma of the central nervous system
DOID:3643	neoplasm of sella turcica|neoplasm of the sella turcica|sella turcica neoplasm|sella turcica neoplasms|sella turcica tumor|sella turcica tumors|sella turcica tumour|sellar neoplasm|sellar neoplasms|sellar tumor|sellar tumors|sellar tumour|tumor of sella turcica|tumor of the sella turcica|tumour of sella turcica|tumour of the sella turcica
DOID:7234	colloid cystadencarcinoma of pancreas|colloid cystadencarcinoma of the pancreas|colloidal cystadencarcinoma of pancreas|colloidal cystadencarcinoma of the pancreas|mucinous cystadencarcinoma of pancreas|mucinous cystadencarcinoma of the pancreas|pancreatic colloid cystadencarcinoma|pancreatic colloid cystadencarcinomas|pancreatic colloid cystadenocarcinoma|pancreatic colloid cystadenocarcinomas|pancreatic colloidal cystadencarcinoma|pancreatic colloidal cystadencarcinomas|pancreatic mucinous cystadenocarcinoma|pancreatic mucinous cystadenocarcinomas
DOID:5495	monophasic sarcoma of synovium|monophasic sarcoma of the synovium|monophasic synovial sarcoma|monophasic synovial sarcomas
DOID:6274	malignant pituitary gland thyrotropinoma|malignant pituitary gland thyrotropinomas|malignant pituitary thyrotropinoma|malignant pituitary thyrotropinomas|malignant thyroid stimulating hormone producing neoplasm of pituitary|malignant thyroid stimulating hormone producing neoplasm of pituitary gland|malignant thyroid stimulating hormone producing neoplasm of the pituitary|malignant thyroid stimulating hormone producing neoplasm of the pituitary gland|malignant thyroid stimulating hormone producing pituitary gland neoplasm|malignant thyroid stimulating hormone producing pituitary gland neoplasms|malignant thyroid stimulating hormone producing pituitary gland tumor|malignant thyroid stimulating hormone producing pituitary gland tumors|malignant thyroid stimulating hormone producing pituitary gland tumour|malignant thyroid stimulating hormone producing pituitary neoplasm|malignant thyroid stimulating hormone producing pituitary neoplasms|malignant thyroid stimulating hormone producing pituitary tumor|malignant thyroid stimulating hormone producing pituitary tumors|malignant thyroid stimulating hormone producing pituitary tumour|malignant thyroid stimulating hormone producing tumor|malignant thyroid stimulating hormone producing tumor of pituitary|malignant thyroid stimulating hormone producing tumor of pituitary gland|malignant thyroid stimulating hormone producing tumor of the pituitary|malignant thyroid stimulating hormone producing tumor of the pituitary gland|malignant thyroid stimulating hormone producing tumors|malignant thyroid stimulating hormone producing tumour|malignant thyroid stimulating hormone producing tumour of pituitary|malignant thyroid stimulating hormone producing tumour of pituitary gland|malignant thyroid stimulating hormone producing tumour of the pituitary|malignant thyroid stimulating hormone producing tumour of the pituitary gland|malignant thyroid stimulating hormone secreting neoplasm of pituitary|malignant thyroid stimulating hormone secreting neoplasm of pituitary gland|malignant thyroid stimulating hormone secreting neoplasm of the pituitary|malignant thyroid stimulating hormone secreting neoplasm of the pituitary gland|malignant thyroid stimulating hormone secreting pituitary gland neoplasm|malignant thyroid stimulating hormone secreting pituitary gland neoplasms|malignant thyroid stimulating hormone secreting pituitary gland tumor|malignant thyroid stimulating hormone secreting pituitary gland tumors|malignant thyroid stimulating hormone secreting pituitary gland tumour|malignant thyroid stimulating hormone secreting pituitary neoplasm|malignant thyroid stimulating hormone secreting pituitary neoplasms|malignant thyroid stimulating hormone secreting pituitary tumor|malignant thyroid stimulating hormone secreting pituitary tumors|malignant thyroid stimulating hormone secreting pituitary tumour|malignant thyroid stimulating hormone secreting tumor of pituitary|malignant thyroid stimulating hormone secreting tumor of pituitary gland|malignant thyroid stimulating hormone secreting tumor of the pituitary|malignant thyroid stimulating hormone secreting tumor of the pituitary gland|malignant thyroid stimulating hormone secreting tumour of pituitary|malignant thyroid stimulating hormone secreting tumour of pituitary gland|malignant thyroid stimulating hormone secreting tumour of the pituitary|malignant thyroid stimulating hormone secreting tumour of the pituitary gland|malignant thyrotropinoma|malignant thyrotropinoma of pituitary|malignant thyrotropinoma of pituitary gland|malignant thyrotropinoma of the pituitary|malignant thyrotropinoma of the pituitary gland|malignant thyrotropinomas|malignant tsh producing neoplasm of pituitary|malignant tsh producing neoplasm of pituitary gland|malignant tsh producing neoplasm of the pituitary|malignant tsh producing neoplasm of the pituitary gland|malignant tsh producing pituitary gland neoplasm|malignant tsh producing pituitary gland neoplasms|malignant tsh producing pituitary gland tumor|malignant tsh producing pituitary gland tumors|malignant tsh producing pituitary gland tumour|malignant tsh producing pituitary neoplasm|malignant tsh producing pituitary neoplasms|malignant tsh producing pituitary tumor|malignant tsh producing pituitary tumors|malignant tsh producing pituitary tumour|malignant tsh producing tumor of pituitary|malignant tsh producing tumor of pituitary gland|malignant tsh producing tumor of the pituitary|malignant tsh producing tumor of the pituitary gland|malignant tsh producing tumour of pituitary|malignant tsh producing tumour of pituitary gland|malignant tsh producing tumour of the pituitary|malignant tsh producing tumour of the pituitary gland|malignant tsh secreting neoplasm of pituitary|malignant tsh secreting neoplasm of pituitary gland|malignant tsh secreting neoplasm of the pituitary|malignant tsh secreting neoplasm of the pituitary gland|malignant tsh secreting pituitary gland neoplasm|malignant tsh secreting pituitary gland neoplasms|malignant tsh secreting pituitary gland tumor|malignant tsh secreting pituitary gland tumors|malignant tsh secreting pituitary gland tumour|malignant tsh secreting pituitary neoplasm|malignant tsh secreting pituitary neoplasms|malignant tsh secreting pituitary tumor|malignant tsh secreting pituitary tumors|malignant tsh secreting pituitary tumour|malignant tsh secreting tumor of pituitary|malignant tsh secreting tumor of pituitary gland|malignant tsh secreting tumor of the pituitary|malignant tsh secreting tumor of the pituitary gland|malignant tsh secreting tumour of pituitary|malignant tsh secreting tumour of pituitary gland|malignant tsh secreting tumour of the pituitary|malignant tsh secreting tumour of the pituitary gland|thyrotropin producing pituitary gland carcinoma|thyrotropin producing pituitary gland carcinomas|tsh producing pituitary gland carcinoma|tsh producing pituitary gland carcinomas|tsh-producing pituitary gland carcinoma|tsh-producing pituitary gland carcinomas
